1090,4
1091,25
1092,27
1093,14
1094,21
1095,11
1096,38
1097,26
1098,10
1099,20
1100,17
1101,9
1102,16
1103,22
1104,14
1105,7
1106,22
1107,11
1108,16
1109,7
1110,12
1111,9
1112,10
1113,12
1114,38
1115,40
1116,31
1117,36
1118,46
1119,16
1120,28
1121,43
1122,62
1123,29
1124,22
1125,43
1126,36
1127,27
1128,54
1129,29
1130,43
1131,49
1132,47
1133,25
1134,36
1135,41
1136,54
1137,59
1138,27
1139,36
1140,61
1141,44
1142,51
1143,45
1144,43
1145,41
1146,36
1147,42
1148,31
1149,29
1150,20
1151,7
1152,12
1153,9
1154,1
1155,2
1156,8
1157,8
1158,3
1159,6
1160,5
1161,5
1162,5
1163,3
1164,12
1165,6
1166,6
1167,10
1168,17
1169,13
1170,9
1171,31
1172,20
1173,19
1174,23
1175,12
1176,10
1177,13
1178,31
1179,23
1180,19
1181,19
1182,12
1183,12
1184,11
1185,15
1186,14
1187,21
1188,7
1189,17
1190,15
1191,22
1192,25
1193,28
1194,19
1195,22
1196,23
1197,22
1198,11
1199,29
1200,10
1201,31
1202,23
1203,20
1204,14
1205,15
1206,23
1207,36
1208,26
1209,8
1210,18
1211,14
1212,36
1213,38
1214,43
1215,34
1216,38
1217,51
1218,32
1219,29
1220,28
1221,37
1222,40
1223,55
1224,47
1225,46
1226,58
1227,48
1228,37
1229,42
1230,70
1231,62
1232,40
1233,49
1234,63
1235,39
1236,46
1237,39
1238,31
1239,53
1240,52
1241,52
1242,58
1243,56
1244,61
1245,23
1246,27
1247,15
1248,13
1249,8
1250,7
1251,7
1252,7
1253,1
1254,12
1255,11
1256,13
1257,14
1258,4
1259,5
1260,14
1261,8
1262,12
1263,8
1264,9
1265,7
1266,14
1267,29
1268,15
1269,28
1270,29
1271,7
1272,20
1273,28
1274,13
1275,7
1276,15
1277,30
1278,19
1279,10
1280,25
1281,12
1282,9
1283,28
1284,29
1285,17
1286,13
1287,16
1288,15
1289,16
1290,25
1291,26
1292,26
1293,16
1294,9
1295,28
1296,19
1297,28
1298,22
1299,30
1300,22
1301,19
1302,16
1303,37
1304,42
1305,39
1306,54
1307,17
1308,49
1309,31
1310,53
1311,79
1312,63
1313,28
1314,58
1315,65
1316,77
1317,73
1318,73
1319,86
1320,64
1321,53
1322,44
1323,75
1324,97
1325,89
1326,49
1327,81
1328,98
1329,80
1330,85
1331,77
1332,81
1333,69
1334,115
1335,112
1336,71
1337,84
1338,83
1339,114
1340,143
1341,64
1342,50
1343,40
1344,43
1345,19
1346,35
1347,12
1348,19
1349,13
1350,6
1351,15
1352,8
1353,12
1354,6
1355,1
1356,22
1357,8
1358,17
1359,6
1360,3
1361,10
1362,6
1363,8
1364,12
1365,9
1366,11
1367,10
1368,15
1369,26
1370,21
1371,23
1372,16
1373,28
1374,18
1375,28
1376,22
1377,17
1378,20
1379,21
1380,21
1381,18
1382,15
1383,20
1384,26
1385,27
1386,36
1387,43
1388,20
1389,38
1390,25
1391,29
1392,28
1393,23
1394,25
1395,12
1396,22
1397,24
1398,23
1399,34
1400,35
