119,37,64,37,9,6,13,24,89,120,55,25,9,4,2,3,0,24,70,76,106,150,126,171,6,2,3,2,0,1,0,1,0,0,19,25,11,39
120,29,103,44,17,4,5,12,123,129,25,17,15,6,3,5,2,7,37,89,81,131,127,80,5,3,1,7,6,1,9,1,1,2,17,23,10,40
121,36,107,43,10,8,3,18,93,101,66,22,18,15,3,1,1,8,55,69,79,86,108,72,12,5,7,6,4,1,2,1,1,0,16,21,12,38
122,40,70,68,22,6,13,16,84,94,48,23,20,22,6,4,0,9,65,63,91,95,120,58,16,2,9,8,4,9,3,3,0,0,32,41,11,43
123,34,93,76,20,6,6,26,110,143,76,6,20,21,0,0,0,14,63,107,80,62,93,48,13,2,2,4,1,10,4,0,0,0,35,29,18,60
124,58,162,59,23,5,19,49,91,81,50,14,23,14,1,4,0,22,46,71,63,85,74,94,17,1,4,5,0,12,6,3,3,2,20,23,14,42
125,39,92,48,15,5,7,34,131,92,80,28,11,8,2,5,2,16,65,83,84,73,63,61,12,3,0,8,3,15,10,3,3,0,42,32,17,55
126,25,88,45,17,22,18,24,99,173,72,17,21,26,3,2,0,21,53,75,87,93,73,138,9,3,8,17,1,12,3,2,4,0,43,30,11,54
127,60,79,88,28,15,10,36,69,141,79,42,19,8,6,6,0,36,94,86,58,96,62,74,7,4,4,11,0,7,2,11,1,2,40,40,21,60
128,47,158,73,22,10,16,35,90,107,80,37,20,9,12,5,0,16,95,110,87,130,104,78,8,10,6,4,3,9,2,4,3,1,43,28,23,71
129,36,168,82,14,9,17,45,49,148,88,36,11,14,2,5,0,26,110,106,87,127,100,60,7,2,4,3,2,3,6,5,0,1,28,28,22,53
130,44,138,84,17,5,12,38,63,180,65,42,29,9,1,3,0,13,153,107,88,142,103,38,19,6,3,4,0,6,2,3,2,0,32,56,21,75
131,61,135,88,20,14,16,35,90,211,51,28,5,6,2,3,0,23,120,115,90,128,82,51,26,5,6,5,1,8,3,7,3,1,29,82,20,42
132,37,113,91,18,2,11,24,70,173,62,21,5,20,1,4,0,14,140,68,110,110,95,70,11,3,3,4,1,7,7,2,0,0,16,46,26,60
133,20,110,38,18,1,13,22,75,92,37,10,12,9,5,0,2,22,98,65,117,112,62,41,6,1,0,4,6,6,5,5,5,0,66,57,30,32
134,34,125,52,20,4,12,18,68,127,42,25,3,9,2,4,0,15,83,56,93,124,71,50,5,0,3,3,0,3,2,6,2,0,43,21,25,35
135,13,98,61,24,5,13,13,63,112,36,29,14,12,0,2,0,4,99,78,96,147,69,43,7,8,10,4,0,2,0,5,0,0,11,33,18,57
136,35,59,52,26,3,1,10,55,84,54,27,25,7,0,2,0,3,70,84,112,139,89,63,14,13,8,3,0,3,2,2,2,0,5,20,8,53
137,31,55,29,12,2,11,14,35,98,24,1,15,8,1,4,1,13,50,98,124,125,48,47,7,3,4,6,0,4,0,3,3,1,33,43,16,43
138,26,39,54,20,0,14,14,53,97,59,18,9,11,1,7,0,12,67,86,114,142,61,51,8,1,0,4,4,3,4,7,1,1,9,60,24,57
139,43,26,59,19,10,13,10,47,84,38,23,15,8,3,2,3,18,68,70,125,153,82,46,6,6,0,7,1,3,3,2,2,1,8,45,14,82
140,32,38,58,15,2,9,26,50,94,39,21,15,10,1,6,0,10,71,94,132,130,69,43,8,2,8,10,1,5,7,6,5,0,2,20,22,58
141,42,37,37,7,8,11,11,36,87,45,14,15,13,3,2,13,1,61,46,140,161,83,57,7,7,4,4,1,3,2,2,0,0,19,46,23,61
142,37,35,32,12,11,12,5,32,73,33,14,9,10,0,20,0,13,41,43,115,144,94,69,8,2,3,3,0,0,0,3,3,0,27,19,12,61
143,29,46,29,15,6,0,14,42,64,50,30,19,5,0,2,0,7,76,47,146,162,83,64,4,2,7,6,4,5,4,0,0,0,10,9,23,60
144,30,49,52,26,0,5,6,42,100,44,21,24,12,2,0,0,9,63,31,108,144,85,56,7,2,5,8,5,9,4,0,0,0,21,31,15,48
145,56,26,42,9,2,8,12,22,76,26,17,10,8,0,0,0,13,51,25,146,127,60,44,9,2,8,5,0,6,2,0,0,0,15,9,15,55
146,35,33,56,24,3,10,6,35,81,34,19,24,19,1,1,2,35,63,31,135,152,50,36,4,0,5,6,0,5,0,2,1,0,31,12,18,35
147,39,41,35,20,11,10,11,42,83,45,34,27,5,0,6,0,14,23,44,120,123,51,48,7,3,1,8,2,5,0,2,2,0,18,10,6,64
148,27,50,47,36,5,11,5,44,110,43,33,31,24,9,1,3,4,31,22,116,120,67,31,6,0,3,10,2,4,0,0,1,0,31,15,10,30
149,36,55,48,23,15,4,12,27,79,45,21,12,18,1,1,0,10,47,24,90,113,88,68,8,0,5,5,4,5,2,1,1,0,35,11,5,48
150,52,55,87,27,9,8,19,47,116,39,18,9,12,1,3,0,17,39,48,123,94,88,63,5,1,1,7,0,2,0,1,2,0,17,14,13,44
151,18,57,89,21,6,2,9,28,133,54,20,14,13,2,4,0,12,31,36,100,104,80,68,13,6,3,10,2,1,0,3,1,1,6,17,5,50
152,54,34,54,23,5,5,12,28,76,41,13,17,19,0,1,0,5,40,34,105,91,71,45,10,5,5,6,0,7,0,0,0,2,16,11,12,26
153,36,32,50,17,8,13,6,28,96,33,18,8,18,6,1,2,4,25,41,75,83,66,23,6,2,6,8,3,7,0,0,1,0,13,9,2,30
154,49,57,89,21,16,11,9,43,98,75,31,20,15,0,2,0,11,36,33,72,112,75,44,10,6,9,7,1,3,0,1,2,0,15,16,8,28
155,56,36,76,28,10,8,8,37,76,46,26,27,17,2,2,2,10,30,45,113,138,84,57,14,4,7,14,3,4,0,2,2,0,16,4,7,52
156,53,36,65,26,3,22,19,34,88,58,29,27,15,6,5,4,15,63,49,79,115,91,54,7,2,7,13,2,2,0,3,0,1,14,8,8,30
157,66,26,98,39,17,23,11,25,94,78,23,23,36,8,9,1,18,47,29,87,124,81,41,8,5,9,8,3,3,0,6,4,0,20,17,8,38
158,69,72,90,34,12,13,17,25,126,40,33,25,18,4,5,3,6,75,56,86,170,83,47,11,5,1,4,7,5,11,4,2,0,18,15,10,36
159,57,75,98,24,23,8,18,35,137,79,30,11,17,6,5,0,10,42,51,107,174,83,61,16,9,8,7,5,12,5,2,2,0,22,17,8,53
160,53,83,86,40,15,11,13,47,104,45,31,38,23,4,1,0,21,69,36,125,152,73,55,12,3,8,18,3,7,1,6,2,1,28,14,9,22
161,61,85,101,39,12,9,26,40,118,62,32,23,25,3,9,6,18,75,76,74,116,68,45,2,2,5,5,3,2,0,3,1,0,25,11,7,21
162,73,67,91,30,13,6,27,23,89,41,30,24,18,11,10,2,10,31,37,57,119,96,46,5,6,3,10,3,4,1,3,0,1,19,6,7,17
163,66,47,98,25,10,25,9,21,98,75,30,15,16,4,5,0,14,66,43,80,122,70,75,5,6,1,7,0,7,1,5,0,0,9,10,11,39
164,52,42,58,26,12,5,12,30,97,39,27,24,15,12,5,3,14,65,31,127,143,82,42,12,1,6,9,0,2,0,1,1,0,20,11,5,33
165,42,53,59,39,6,15,13,34,106,49,25,14,14,4,5,0,9,47,36,111,112,89,54,11,4,10,13,4,8,2,3,2,0,13,9,6,30
166,32,42,74,30,6,8,17,40,88,49,28,28,11,4,5,6,13,32,31,87,103,60,51,2,1,6,7,3,2,0,1,0,0,10,12,8,16
167,35,47,47,13,15,6,11,53,76,58,24,26,11,2,5,3,10,71,43,81,123,55,40,5,6,9,6,2,12,17,2,0,3,15,9,11,25
168,42,50,74,27,6,8,9,50,119,35,31,22,7,5,1,0,16,59,44,71,114,64,46,7,2,2,5,1,2,0,3,1,1,23,18,16,29
169,64,56,66,22,12,19,12,41,92,57,32,9,19,16,14,0,25,64,39,107,136,69,38,4,0,5,6,4,6,3,6,2,0,20,12,11,25
170,44,52,64,39,5,21,20,31,101,42,16,16,26,3,7,0,14,38,64,86,145,77,65,2,3,5,12,5,14,13,2,1,0,8,6,8,39
171,49,46,72,26,9,13,3,23,114,53,20,16,14,3,4,0,15,35,43,81,107,55,69,8,3,5,10,0,6,2,1,1,0,17,5,7,34
172,51,24,57,21,4,18,7,9,80,69,24,20,16,3,8,5,12,43,24,86,105,71,57,11,4,3,7,4,9,1,6,3,0,15,14,8,40
173,53,54,87,25,18,9,13,59,120,36,19,17,14,6,2,2,15,34,60,82,102,64,52,7,0,4,8,7,13,5,8,2,0,18,22,8,26
174,53,37,78,34,9,11,13,30,85,62,37,36,29,3,5,2,6,34,45,68,72,72,73,10,6,5,9,5,9,0,1,2,0,14,12,7,21
175,46,42,84,27,4,8,5,41,116,67,12,12,18,0,3,3,21,32,21,87,85,61,45,2,3,6,18,2,13,1,1,1,0,18,11,4,22
176,59,41,90,50,2,9,20,29,83,57,20,31,19,4,7,1,9,38,35,73,108,50,45,6,4,9,10,4,12,1,6,3,2,21,10,5,24
177,42,78,103,39,6,13,8,40,79,56,35,39,25,2,10,0,9,28,44,54,92,77,28,4,2,11,17,4,14,2,4,4,0,12,5,6,27
178,59,50,64,28,7,6,19,30,69,36,35,24,10,1,8,0,6,45,44,55,67,45,38,10,8,4,9,1,5,2,2,6,0,26,7,7,13
179,36,35,73,39,1,2,4,26,69,45,19,23,22,4,3,0,6,31,33,49,79,47,37,3,0,2,11,2,19,1,0,0,2,16,4,6,13
180,35,28,57,11,6,18,11,42,53,36,18,23,19,9,11,1,5,31,29,20,39,47,66,1,0,5,10,1,4,4,3,0,0,7,10,9,18
181,48,37,61,26,2,12,14,30,55,44,22,15,10,0,4,0,4,16,15,39,48,32,35,6,5,7,10,4,7,2,2,2,0,6,2,3,17
182,37,25,63,13,4,4,14,27,55,40,28,20,8,0,6,0,4,26,27,38,51,63,66,4,6,1,5,2,16,0,1,0,0,9,2,2,7
183,56,29,64,15,4,16,3,25,70,34,23,15,6,2,1,0,8,18,28,38,61,38,32,3,1,4,9,1,5,1,4,0,2,8,9,3,23
